,article,av_views,month,q_wikidata,year
137,深水白鮭,0.45454545454545453,3,Q139371,2023
138,基氏白鮭,0.0,3,Q3756635,2023
139,突唇白鮭,1.2758620689655173,3,Q743084,2023
140,寬鼻白鮭,0.8571428571428571,3,Q510354,2023
141,黑鰭白鮭,3.870967741935484,3,Q308081,2023
142,高白鮭,2.4516129032258065,3,Q301008,2023
143,駝背白鮭,0.07142857142857142,3,Q945152,2023
144,短吻白鮭,0.03225806451612903,3,Q869102,2023
145,天穹白鮭,0.0,3,Q306293,2023
146,亨氏白鮭,0.0,3,Q308870,2023
147,尖吻白鮭,1.3214285714285714,3,Q646132,2023
148,特氏白鮭,0.0,3,Q303180,2023
149,糙皮杜父魚,0.07142857142857142,3,Q3320229,2023
150,猶他杜父魚,0.5,3,Q309105,2023
151,熊湖杜父魚,0.06666666666666667,3,Q4848083,2023
152,格氏杜父魚,0.06666666666666667,3,Q3320323,2023
153,滑蓋杜父魚,0.05,3,Q307700,2023
154,青頭杜父魚,0.13333333333333333,3,Q307731,2023
155,細小杜父魚,0.0,3,Q308990,2023
156,細尾杜父魚,0.1,3,Q307695,2023
157,鮈杜父魚,0.9285714285714286,3,Q374092,2023
158,花足杜父魚,0.6538461538461539,3,Q748495,2023
159,佩氏杜父魚,0.35714285714285715,3,Q301667,2023
160,河硬頭魚,0.0,3,Q4847694,2023
161,圓硬頭魚,0.0,3,Q4847740,2023
162,達爾湖硬頭魚,0.0,3,Q4847350,2023
163,格氏硬頭魚,0.0,3,Q4847354,2023
164,海倫硬頭魚,0.0,3,Q4847357,2023
165,凱洛硬頭魚,0.0625,3,Q4847356,2023
166,湖硬頭魚,0.0,3,Q4847368,2023
167,雀斑硬頭魚,0.0,3,Q4847411,2023
168,瑪麗硬頭魚,0.0,3,Q309379,2023
169,皮馬硬頭魚,0.08333333333333333,3,Q4847365,2023
170,內華達泉鱂,0.07692307692307693,3,Q3756319,2023
171,晶鱸,0.21739130434782608,3,Q307682,2023
172,可拉鱂,0.05555555555555555,3,Q302252,2023
173,博氏辛普遜鱂,0.0,3,Q6410742,2023
174,康斯坦辛普遜鱂,0.0,3,Q6410180,2023
175,燦爛雲斑鰕鱂,0.0,3,Q308075,2023
176,博卡真小鯉,0.07692307692307693,3,Q303378,2023
177,帕納真小鯉,0.07142857142857142,3,Q304738,2023
178,阿氏真小鯉,0.08333333333333333,3,Q136083,2023
179,阿氏鱂,0.8148148148148148,3,Q302274,2023
180,灰鱂,0.05263157894736842,3,Q304846,2023
181,貝氏鱂,0.05263157894736842,3,Q305816,2023
182,雙帶鱂,0.05,3,Q304779,2023
183,博文鱂,0.058823529411764705,3,Q304750,2023
184,魔鱂,6.258064516129032,3,Q301137,2023
185,長鱂,0.09523809523809523,3,Q305815,2023
186,泉鱂,0.08333333333333333,3,Q305804,2023
187,大唇鱂,0.07142857142857142,3,Q305800,2023
188,側條鱂,0.25,3,Q305801,2023
189,大鱗鱂,0.15384615384615385,3,Q305774,2023
190,梅鱂,0.05555555555555555,3,Q305136,2023
191,米氏鱂,0.034482758620689655,3,Q305197,2023
192,納扎鱂,0.03333333333333333,3,Q305173,2023
193,厚頭鱂,0.06896551724137931,3,Q305778,2023
194,佩科斯鱂,0.05555555555555555,3,Q305812,2023
195,歐文鱂,0.10714285714285714,3,Q305777,2023
196,扁鼻鱂,0.05,3,Q305833,2023
197,白沙鱂,0.08695652173913043,3,Q301870,2023
198,春鱂,0.07692307692307693,3,Q303338,2023
199,長背鱂,1.1785714285714286,3,Q302281,2023
200,維氏鱂,0.15384615384615385,3,Q304177,2023
201,墨西哥鱂,0.47368421052631576,3,Q304167,2023
202,塞氏鱂,0.22727272727272727,3,Q303433,2023
203,小鲤,0.7741935483870968,3,Q303327,2023
204,异龙中鲤,5.580645161290323,3,Q136098,2023
205,歐洲鯉,27.580645161290324,3,Q81110,2023
206,智利二鬚鯰,0.1,3,Q306911,2023
207,坎波二鬚鯰,0.0,3,Q309016,2023
208,納韋爾二鬚鯰,0.0,3,Q3764305,2023
209,帶紋矛吻海龍,0.9642857142857143,3,Q304699,2023
210,黑体塘鳢,0.5714285714285714,3,Q717377,2023
211,默氏裸腹鱂,0.3684210526315789,3,Q3761723,2023
212,短身鰻鬍鯰,0.21052631578947367,3,Q3239040,2023
213,長臂鰻鬍鰻,0.4,3,Q305829,2023
214,婆羅洲鰻鬍鯰,0.2,3,Q303443,2023
215,細鰭鰻鬍鯰,0.07692307692307693,3,Q303487,2023
216,遮目樸麗魚,0.06666666666666667,3,Q306763,2023
217,雙色角魚,2.4482758620689653,3,Q301058,2023
218,德氏石斑魚,3.935483870967742,3,Q2553578,2023
219,十棘下美鮨,0.058823529411764705,3,Q6405764,2023
220,鞍帶石斑魚,63.54838709677419,3,Q847747,2023
221,烏鰭石斑魚,1.5483870967741935,3,Q192167,2023
222,淺黑下美鮨,0.6551724137931034,3,Q6405661,2023
223,雪花下美鮨,0.16666666666666666,3,Q5558420,2023
224,眼帶石斑魚,0.7,3,Q943193,2023
225,漠魚,0.21739130434782608,3,Q585850,2023
226,馬氏沙毛鼻鯰,0.0,3,Q309083,2023
227,卡恩氏厚唇雅羅魚,0.1111111111111111,3,Q305181,2023
228,頭鏢鱸,0.15,3,Q303320,2023
229,阿氏鏢鱸,0.058823529411764705,3,Q303454,2023
230,澳洲鏢鱸,0.17647058823529413,3,Q303705,2023
231,博氏鏢鱸,0.13333333333333333,3,Q3756402,2023
232,灰鏢鱸,0.07142857142857142,3,Q304799,2023
233,阿肯色鏢鱸,0.2,3,Q304505,2023
234,冷水鏢鱸,0.125,3,Q304771,2023
235,泉鏢鱸,0.05263157894736842,3,Q3756372,2023
236,格氏鏢鱸,0.05555555555555555,3,Q304762,2023
237,加氏鏢鱸,0.14285714285714285,3,Q304854,2023
238,紅帶鏢鱸,0.0,3,Q304990,2023
239,斑鏢鱸,0.07142857142857142,3,Q304788,2023
240,瑪氏鏢鱸,0.0,3,Q305033,2023
241,黃頰鏢鱸,0.0,3,Q305121,2023
242,尼氏鏢鱸,0.0,3,Q305809,2023
243,芥鏢鱸,0.05555555555555555,3,Q3756681,2023
244,奧卡氏鏢鱸,0.0,3,Q3756720,2023
245,細鱗鏢鱸,0.0,3,Q305806,2023
246,蒼背鏢鱸,0.0,3,Q305823,2023
247,波氏鏢鱸,0.0,3,Q305793,2023
248,紅鏢鱸,0.0,3,Q305155,2023
249,馬里蘭鏢鱸,0.25,3,Q3756749,2023
250,溝紋鏢鱸,0.0,3,Q305111,2023
251,三點鏢鱸,0.05555555555555555,3,Q305803,2023
252,塔斯鏢鱸,0.0,3,Q305783,2023
253,韋氏鏢鱸,0.0,3,Q305814,2023
254,透明鏢鱸,0.11764705882352941,3,Q303369,2023
255,巴氏真墨西哥鮈,0.375,3,Q307718,2023
256,艾氏真墨西哥鮈,0.9615384615384616,3,Q307739,2023
257,特拉真墨西哥鮈,0.375,3,Q307797,2023
258,白線底鱂,0.17857142857142858,3,Q309129,2023
259,柔底鱂,0.0,3,Q306462,2023
260,側邊底鱂,0.05555555555555555,3,Q3756984,2023
261,瓦卡馬底鱂,0.0,3,Q303866,2023
262,大西洋鱈,30.161290322580644,3,Q199788,2023
263,泉南乳魚,0.23529411764705882,3,Q1097628,2023
264,喬氏南乳魚,0.17647058823529413,3,Q305874,2023
265,小南乳魚,0.125,3,Q307743,2023
266,佩德南乳魚,0.05263157894736842,3,Q1097860,2023
267,長頭南乳魚,0.058823529411764705,3,Q307707,2023
268,圓頭南乳魚,0.0,3,Q44360,2023
269,細南乳魚,0.047619047619047616,3,Q44574,2023
270,短頜南乳魚,0.0,3,Q44154,2023
271,澳洲南乳魚,0.2777777777777778,3,Q4848085,2023
272,斑馬南乳魚,0.07692307692307693,3,Q44199,2023
273,銀南乳魚,0.19230769230769232,3,Q1094066,2023
274,新西蘭南乳魚,0.0,3,Q44173,2023
275,黑紋小南乳魚,0.0,3,Q44466,2023
276,矮小南乳魚,0.07142857142857142,3,Q44568,2023
277,潔小南乳魚,0.0,3,Q44463,2023
278,阿氏食蚊魚,0.35294117647058826,3,Q302949,2023
279,德克薩斯食蚊魚,1.28,3,Q304215,2023
280,寬口食蚊魚,0.2,3,Q2136543,2023
281,大彎食蚊魚,0.10714285714285714,3,Q302911,2023
282,喬氏食蚊魚,0.7241379310344828,3,Q2241526,2023
283,異鰭食蚊魚,0.13333333333333333,3,Q302435,2023
284,赫氏食蚊魚,0.30434782608695654,3,Q302451,2023
285,長刺食蚊魚,0.06896551724137931,3,Q302406,2023
286,珍食蚊魚,0.041666666666666664,3,Q302443,2023
287,斑食蚊魚,0.15789473684210525,3,Q302426,2023
288,尼加拉瓜食蚊魚,0.047619047619047616,3,Q2637821,2023
289,克氏食蚊魚,0.21428571428571427,3,Q303503,2023
290,燦食蚊魚,0.1111111111111111,3,Q307722,2023
291,鄧氏墨頭魚,0.25,3,Q305826,2023
292,菲氏墨頭魚,0.07692307692307693,3,Q305785,2023
293,長鰭墨頭魚,0.06666666666666667,3,Q303475,2023
294,三刺鱼,2.064516129032258,3,Q203572,2023
295,辛普森樸麗魚,0.058823529411764705,3,Q306270,2023
296,鈍牙樸麗魚,0.0,3,Q306330,2023
297,駝背金線魮,0.05263157894736842,3,Q1100602,2023
298,厚尾骨尾魚,0.5217391304347826,3,Q3756334,2023
299,多幅吉鱂,0.05263157894736842,3,Q308015,2023
300,胎生吉鱂,0.05555555555555555,3,Q3308536,2023
301,雙眼斑砂鰕虎魚,0.14285714285714285,3,Q309087,2023
302,馬達加斯加叉舌鰕虎魚,0.11764705882352941,3,Q306869,2023
303,伊里安島舌鱗銀漢魚,0.047619047619047616,3,Q59066,2023
304,斑舌鱗銀漢魚,0.06666666666666667,3,Q1498043,2023
305,擬切齒舌鱗銀漢魚,0.05263157894736842,3,Q3320317,2023
306,拉穆舌鱗銀漢魚,0.0,3,Q309111,2023
307,瓦納舌鱗銀漢魚,0.0,3,Q1676798,2023
308,赫蒂鮈,0.125,3,Q301939,2023
309,條紋梅花鱸,0.35294117647058826,3,Q912544,2023
310,長吻梅花鱸,0.3181818181818182,3,Q301164,2023
311,巴底梅花鱸,0.125,3,Q652488,2023
312,梅花鱸,1.5,3,Q187981,2023
313,洛氏裂峽魮,0.14285714285714285,3,Q303742,2023
314,格氏漢尼鯻,0.1,3,Q308328,2023
315,大鱗樸麗魚,0.0,3,Q304805,2023
316,藍樸麗魚,0.0,3,Q306770,2023
317,斜紋樸麗魚,0.125,3,Q307067,2023
318,奈恩樸麗魚,0.0,3,Q306938,2023
319,牛目樸麗魚,0.0,3,Q307261,2023
320,厚首樸麗魚,1.3,3,Q307259,2023
321,橫頜樸麗魚,0.08333333333333333,3,Q308009,2023
322,阿爾泰樸麗魚,0.0,3,Q308019,2023
323,大胸櫛麗魚,0.2777777777777778,3,Q305163,2023
324,米氏樸麗魚,0.4,3,Q306450,2023
325,副斜口樸麗魚,0.0,3,Q305877,2023
326,沃氏樸麗魚,0.0,3,Q306443,2023
327,凱氏半線二鬚魮,0.3333333333333333,3,Q306065,2023
328,台东间吸鳅,2.7419354838709675,3,Q304521,2023
329,半孔魚,0.11538461538461539,3,Q600194,2023
330,亞氏弱棘鯻,0.0,3,Q912955,2023
331,上吻弱棘鯻,0.0,3,Q4847756,2023
332,鈍額弱棘鯻,0.0,3,Q4847639,2023
333,南非海馬,0.37037037037037035,3,Q2673571,2023
334,膨腹海馬,1.4193548387096775,3,Q572365,2023
335,巴氏豆丁海馬,4.903225806451613,3,Q244011,2023
336,短頭海馬,0.52,3,Q1240214,2023
337,駝背海馬,0.39285714285714285,3,Q2670447,2023
338,冠海马,0.4230769230769231,3,Q2219854,2023
339,直立海馬,0.9642857142857143,3,Q2578911,2023
340,歐洲海馬,1.0769230769230769,3,Q302969,2023
341,刺海马,2.357142857142857,3,Q2047840,2023
342,太平洋海馬,0.68,3,Q2328113,2023
343,賈氏海馬,0.3181818181818182,3,Q2343674,2023
344,管海马,2.4516129032258065,3,Q716470,2023
345,夢海馬,0.6190476190476191,3,Q522836,2023
346,吻海馬,1.103448275862069,3,Q132985,2023
347,花海馬,0.52,3,Q304531,2023
348,斑海马,1.4482758620689655,3,Q301880,2023
349,懷氏海馬,0.28,3,Q301403,2023
350,小海馬,1.3571428571428572,3,Q302378,2023
351,庸鰈,20.516129032258064,3,Q1143520,2023
352,彎銳棘樸麗魚,0.0,3,Q5565600,2023
353,克氏盲鬍鯰,0.05555555555555555,3,Q3240147,2023
354,多瑙哲羅魚,1.7096774193548387,3,Q550211,2023
355,鳇,1.0714285714285714,3,Q201177,2023
356,溝渠突領魚,0.16,3,Q307782,2023
357,越洋公魚,0.21052631578947367,3,Q631383,2023
358,大眼低紋鮨,0.0,3,Q307799,2023
359,澳洲真鮰,0.2777777777777778,3,Q302267,2023
360,狼真鮰,0.29411764705882354,3,Q668621,2023
361,墨西哥真鮰,0.15384615384615385,3,Q302494,2023
362,普氏真鮰,0.375,3,Q302514,2023
363,陰河魚,0.19047619047619047,3,Q305792,2023
364,短帶任氏鯡,0.10526315789473684,3,Q305796,2023
365,巴氏瓊銀漢魚,0.2727272727272727,3,Q3320073,2023
366,喀麥隆康尼麗魚,0.034482758620689655,3,Q304664,2023
367,埃氏康尼麗魚,0.1111111111111111,3,Q304683,2023
368,橫帶祕鱂,0.10526315789473684,3,Q304728,2023
369,黑边汤鲤,1.6451612903225807,3,Q305817,2023
370,綠野鯪,0.03333333333333333,3,Q303311,2023
371,西氏野鯪,0.0625,3,Q2446393,2023
372,伊什氏樸麗魚,0.058823529411764705,3,Q497703,2023
373,喜貝樸麗魚,0.09090909090909091,3,Q308031,2023
374,蒂格氏樸麗魚,0.8571428571428571,3,Q308090,2023
375,研磨樸麗魚,0.07142857142857142,3,Q308033,2023
376,長棘毛唇隆頭魚,0.8846153846153846,3,Q1278753,2023
377,克氏兔頭魨,1.125,3,Q305648,2023
378,澳洲勻鯻,0.0,3,Q309004,2023
379,喬氏似鱗頭鰍,0.16666666666666666,3,Q307079,2023
380,沙拉望鱗南乳魚,0.7586206896551724,3,Q1440363,2023
381,白河刺鱥,0.06666666666666667,3,Q592484,2023
382,高体雅罗鱼,1.1666666666666667,3,Q144497,2023
383,黑尾䱀,0.2222222222222222,3,Q303496,2023
384,寬頜樸麗魚,0.0,3,Q307270,2023
385,長頭石頜鯛,0.0,3,Q2089224,2023
386,中間盧氏鱂,0.0,3,Q2247094,2023
387,雙色笛鯛,0.6896551724137931,3,Q2692345,2023
388,巴西笛鯛,0.5517241379310345,3,Q3242749,2023
389,斯氏美洲石鱥,0.08333333333333333,3,Q3236384,2023
390,艾氏麥鱈鱸,0.13636363636363635,3,Q5330595,2023
391,突吻麥鱈鱸,0.27586206896551724,3,Q2711806,2023
392,墨瑞鱈,11.258064516129032,3,Q23366,2023
393,澳洲麥氏鱸,0.42857142857142855,3,Q3100700,2023
394,大鮈鱥,0.1,3,Q3236358,2023
395,鐮鰭大鮈鱥,0.06666666666666667,3,Q3236371,2023
396,大吻棘鰍,0.03333333333333333,3,Q1885561,2023
397,雙色樸麗魚,0.07692307692307693,3,Q2699492,2023
398,光鱥,0.10526315789473684,3,Q3234006,2023
399,大鱂,0.5217391304347826,3,Q2670192,2023
400,黑線鱈,25.451612903225808,3,Q202406,2023
401,大眼虹銀漢魚,0.058823529411764705,3,Q3319619,2023
402,爪哇虹銀漢魚,0.09090909090909091,3,Q3319652,2023
403,安格虹銀漢魚,0.2,3,Q3319601,2023
404,阿爾虹銀漢魚,0.0,3,Q4789154,2023
405,貝氏虹銀漢魚,1.0,3,Q833254,2023
406,卡瑟虹銀漢魚,0.45454545454545453,3,Q3319610,2023
407,科隆虹銀漢魚,0.0,3,Q3319615,2023
408,細虹銀漢魚,0.0,3,Q4861891,2023
409,赫氏虹銀漢魚,0.21052631578947367,3,Q4861794,2023
410,彩虹銀漢魚,0.0,3,Q4861885,2023
411,湖虹銀漢魚,0.17391304347826086,3,Q623063,2023
412,梅氏虹銀漢魚,0.08333333333333333,3,Q4861700,2023
413,米蘇爾島虹銀漢魚,0.0,3,Q4861679,2023
414,蒙特虹銀漢魚,0.0,3,Q4861708,2023
415,奧氏虹銀漢魚,0.0,3,Q3883352,2023
416,奧梯虹銀漢魚,0.0,3,Q4861660,2023
417,帕普虹銀漢魚,0.0,3,Q4861606,2023
418,小虹銀漢魚,0.09523809523809523,3,Q142878,2023
419,薄唇虹銀漢魚,1.8571428571428572,3,Q548082,2023
420,侏虹銀漢魚,0.0,3,Q4861617,2023
421,六帶虹銀漢魚,0.0,3,Q1771437,2023
422,範氏虹銀漢魚,0.4166666666666667,3,Q4861647,2023
423,殼狀美洲原銀漢魚,0.06896551724137931,3,Q776638,2023
424,淡水美洲原銀漢魚,0.07692307692307693,3,Q6412583,2023
425,尾嵴腹囊海龍,0.16666666666666666,3,Q3236379,2023
426,巴布亞淡水腹囊海龍,0.47368421052631576,3,Q3236581,2023
427,南方黑鱸,0.2777777777777778,3,Q3756613,2023
428,特氏黑鱸,0.4642857142857143,3,Q11435863,2023
429,革鱥,0.15789473684210525,3,Q3234000,2023
430,印度黃鱔,0.20833333333333334,3,Q3318020,2023
431,馬塔諾湖鯔鰕虎魚,0.5,3,Q3302849,2023
432,邁卡麗魚,0.21052631578947367,3,Q134335,2023
433,西氏喙鱸,0.06666666666666667,3,Q2247002,2023
434,喬氏喙鱸,0.6206896551724138,3,Q2109519,2023
435,小鱗喙鱸,0.23076923076923078,3,Q2780946,2023
436,黃喙鱸,0.5217391304347826,3,Q2243106,2023
437,鋸尾喙鱸,0.125,3,Q2673345,2023
438,豹紋喙鱸,0.8333333333333334,3,Q2516541,2023
439,雲紋喙鱸,0.13043478260869565,3,Q988322,2023
440,四角床杜父魚,0.15789473684210525,3,Q402751,2023
441,淡水黏鯔,0.0,3,Q309221,2023
442,巴氏南脂鱸,0.08333333333333333,3,Q4852585,2023
443,淡黃矮鱸,0.13333333333333333,3,Q4861638,2023
444,雜色矮鱸,0.0,3,Q4861595,2023
445,絲鼻鯰,0.15,3,Q139365,2023
446,紅新南乳魚,0.2,3,Q44582,2023
447,黑新南乳魚,0.25806451612903225,3,Q44576,2023
448,無足新南乳魚,0.0,3,Q44226,2023
449,黑口新虾虎鱼,2.032258064516129,3,Q838199,2023
450,雷氏新銀魚,0.04,3,Q2247033,2023
451,菲爾角銀光魚,0.2692307692307692,3,Q3317433,2023
452,貝氏石鮰,0.05263157894736842,3,Q3756703,2023
453,黃鰭石鮰,0.4444444444444444,3,Q3280216,2023
454,卡羅利納石鮰,0.07692307692307693,3,Q3236365,2023
455,吉氏石鮰,0.07142857142857142,3,Q3236392,2023
456,萊氏石鮰,0.058823529411764705,3,Q3756711,2023
457,小石鮰,0.0625,3,Q3236429,2023
458,柔石鮰,0.1875,3,Q3756741,2023
459,斯氏石鮰,0.13333333333333333,3,Q3236397,2023
460,泰氏石鮰,0.06666666666666667,3,Q3237373,2023
461,特氏石鮰,0.3684210526315789,3,Q3236588,2023
462,新蔭魚,0.4166666666666667,3,Q2021543,2023
463,托羅異味鰻鯰,0.0,3,Q3236909,2023
464,墨西哥金鱒,0.5652173913043478,3,Q3235091,2023
465,希拉鱒,0.14814814814814814,3,Q596296,2023
466,岩目大麻哈魚,0.2857142857142857,3,Q3316035,2023
467,白蛇胸鱔,0.058823529411764705,3,Q2047521,2023
468,陰曹蛇胸鱔,0.16666666666666666,3,Q3317994,2023
469,克氏伸口鱥,0.10526315789473684,3,Q3235864,2023
470,卡氏伸口鱥,0.05263157894736842,3,Q3235883,2023
471,美味口孵非鯽,0.05263157894736842,3,Q1826978,2023
472,雜色口孵非鯽,0.23809523809523808,3,Q2258902,2023
